-0.1453385055065155,-0.0021754028275609016,0.0839199349284172,-0.02267294004559517,-0.043591249734163284,-0.07112860679626465,0.039532169699668884,-0.012275386601686478,0.20542967319488525,-0.031310051679611206,0.20103144645690918,0.01818263903260231,-0.1667667180299759,-0.12738364934921265,0.01799021288752556,0.13182233273983002,-0.08639838546514511,-0.12666349112987518,-0.12085067480802536,-0.06886158883571625,0.09615897387266159,-0.0026913858018815517,0.029785195365548134,0.04091401398181915,-0.16430126130580902,-0.35116589069366455,-0.02396260015666485,-0.163908451795578,-0.05075047165155411,-0.07762893289327621,0.0412457101047039,0.08980420976877213,-0.2095436453819275,-0.08073493838310242,-0.003836878575384617,0.06313678622245789,-0.023119736462831497,-0.03859307989478111,0.17127244174480438,0.06753857433795929,-0.22122034430503845,-0.0078636659309268,-0.0027472563087940216,0.27264371514320374,0.21633239090442657,0.05413650721311569,0.05562596395611763,-0.06380681693553925,0.15376301109790802,-0.2756485044956207,-0.015883369371294975,0.12485364824533463,0.08533752709627151,-0.01833481341600418,0.14743100106716156,-0.05403541773557663,0.0995837077498436,0.03446722775697708,-0.31470444798469543,0.10129795968532562,0.04363970458507538,-0.10029653459787369,-0.07130548357963562,-0.05886521935462952,0.1674368977546692,0.10441854596138,-0.0774339884519577,-0.07962646335363388,0.17011016607284546,-0.16115109622478485,-0.03077823296189308,0.14612343907356262,-0.11569999158382416,-0.2630843222141266,-0.27314603328704834,0.011000463739037514,0.4674156904220581,0.15769228339195251,-0.20978643000125885,0.0060553597286343575,-0.06224532052874565,-0.006441790610551834,0.12414444983005524,0.07620269805192947,-0.04169892892241478,0.007463667541742325,-0.1188192144036293,0.01890164241194725,0.2212677001953125,0.010747033171355724,-0.04957897216081619,0.2140701860189438,0.010457475669682026,-0.07222780585289001,0.009883806109428406,0.01716398261487484,-0.08031930029392242,0.0205109640955925,-0.13675080239772797,-0.07641523331403732,0.07255209982395172,-0.06751544773578644,0.016711413860321045,0.004825897514820099,-0.16787132620811462,0.10280131548643112,-0.048887163400650024,-0.0485442578792572,-0.0666118934750557,-0.053498685359954834,-0.11515632271766663,0.03267847001552582,0.10767092555761337,-0.19407109916210175,0.18804112076759338,0.17153263092041016,0.004237811546772718,0.11319032311439514,0.011339747346937656,0.030458711087703705,-0.05000932887196541,-0.03947318345308304,-0.11725514382123947,-0.08729016780853271,0.04071972146630287,0.0049377004615962505,0.12657184898853302,-0.02924223802983761

